YearEnd,LocationDesc,Question,Data_Value,Age_years,GeoLocation
2019,Arizona,Percent of adults who report consuming vegetables less than one time daily,31.6,18 - 24,"(34.865970280000454, -111.76381127699972)"
2015,Oklahoma,Percent of adults aged 18 years and older who have an overweight classification,33.7,25 - 34,"(35.472031356, -97.521070214)"
2019,Rhode Island,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,27.9,18 - 24,"(41.70828019300046, -71.52247031399963)"
2015,Florida,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.1,55 - 64,"(28.932040377, -81.928960539)"
2019,Maryland,Percent of adults aged 18 years and older who have obesity,30.2,25 - 34,"(39.29058096400047, -76.60926011099963)"
2013,Maine,Percent of adults aged 18 years and older who have an overweight classification,36.9,45 - 54,"(45.254228894001, -68.985031336)"
2011,Kentucky,Percent of adults aged 18 years and older who have obesity,21.2,18 - 24,"(37.645970271, -84.774971048)"
2019,Nevada,Percent of adults who report consuming vegetables less than one time daily,27.8,35 - 44,"(39.493240390000494, -117.07184056399967)"
2019,South Carolina,Percent of adults aged 18 years and older who have an overweight classification,30.9,25 - 34,"(33.998821303000454, -81.04537120699968)"
2014,Oklahoma,Percent of adults who engage in no leisure-time physical activity,23.3,35 - 44,"(35.472031356, -97.521070214)"
2019,Iowa,Percent of adults aged 18 years and older who have obesity,39.1,55 - 64,"(42.46940091300047, -93.81649055599968)"
2019,Iowa,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.8,55 - 64,"(42.46940091300047, -93.81649055599968)"
2019,Pennsylvania,Percent of adults who report consuming vegetables less than one time daily,20.0,65 or older,"(40.79373015200048, -77.86070029399963)"
2019,Massachusetts,Percent of adults aged 18 years and older who have an overweight classification,36.9,35 - 44,"(42.27687047000046, -72.08269067499964)"
2011,Hawaii,Percent of adults aged 18 years and older who have an overweight classification,32.0,35 - 44,"(21.304850435, -157.857749403)"
2019,Kansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.6,55 - 64,"(38.34774030000045, -98.20078122699965)"
2019,Alabama,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.4,45 - 54,"(32.84057112200048, -86.63186076199969)"
2013,Connecticut,Percent of adults who engage in no leisure-time physical activity,23.5,55 - 64,"(41.56266102, -72.649840952)"
2019,Missouri,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,15.5,45 - 54,"(38.635790776000476, -92.56630005299968)"
2019,Iowa,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.8,35 - 44,"(42.46940091300047, -93.81649055599968)"
2019,Wisconsin,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.3,18 - 24,"(44.39319117400049, -89.81637074199966)"
2019,North Carolina,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.0,35 - 44,"(35.466220975000454, -79.15925046299964)"
2012,Delaware,Percent of adults aged 18 years and older who have an overweight classification,28.2,18 - 24,"(39.008830667, -75.577741168)"
2011,Pennsylvania,Percent of adults aged 18 years and older who have obesity,23.5,25 - 34,"(40.793730152, -77.860700294)"
2019,Arkansas,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.4,25 - 34,"(34.74865012400045, -92.27449074299966)"
2015,North Dakota,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,34.9,25 - 34,"(47.475319779, -100.118421049)"
2019,Louisiana,Percent of adults who report consuming vegetables less than one time daily,25.9,65 or older,"(31.31266064400046, -92.44568007099969)"
2019,Kansas,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.1,35 - 44,"(38.34774030000045, -98.20078122699965)"
2019,Puerto Rico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30.3,35 - 44,"(18.220833, -66.590149)"
2019,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),61.6,25 - 34,"(43.62538123900049, -72.51764079099962)"
2019,Hawaii,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),55.1,35 - 44,"(21.304850435000446, -157.85774940299973)"
2013,New Jersey,Percent of adults aged 18 years and older who have an overweight classification,36.9,55 - 64,"(40.130570048, -74.273691288)"
2012,Hawaii,Percent of adults aged 18 years and older who have obesity,17.3,18 - 24,"(21.304850435, -157.857749403)"
2019,Massachusetts,Percent of adults who report consuming vegetables less than one time daily,16.2,65 or older,"(42.27687047000046, -72.08269067499964)"
2019,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,28.3,65 or older,"(40.48501028300046, -88.99771017799969)"
2019,Texas,Percent of adults aged 18 years and older who have an overweight classification,27.2,18 - 24,"(31.827240407000488, -99.42677020599967)"
2019,Utah,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,25.3,35 - 44,"(39.360700171000474, -111.58713063499971)"
2019,Montana,Percent of adults aged 18 years and older who have obesity,29.5,65 or older,"(47.06652897200047, -109.42442064499971)"
2019,California,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,37.8,25 - 34,"(37.63864012300047, -120.99999953799971)"
2019,New Hampshire,Percent of adults aged 18 years and older who have obesity,37.6,35 - 44,"(43.65595011300047, -71.50036091999965)"
2019,Idaho,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.4,65 or older,"(43.682630005000476, -114.3637300419997)"
2019,Maine,Percent of adults aged 18 years and older who have an overweight classification,26.2,18 - 24,"(45.254228894000505, -68.98503133599962)"
2019,Indiana,Percent of adults aged 18 years and older who have obesity,33.6,65 or older,"(39.766910452000445, -86.14996019399968)"
2019,West Virginia,Percent of adults aged 18 years and older who have obesity,42.6,35 - 44,"(38.66551020200046, -80.71264013499967)"
2019,Texas,Percent of adults aged 18 years and older who have obesity,29.8,65 or older,"(31.827240407000488, -99.42677020599967)"
2019,Oklahoma,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,14.9,65 or older,"(35.47203135600046, -97.52107021399968)"
2019,Connecticut,Percent of adults who engage in no leisure-time physical activity,20.8,55 - 64,"(41.56266102000046, -72.64984095199964)"
2019,Rhode Island,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,24.7,65 or older,"(41.70828019300046, -71.52247031399963)"
2019,Indiana,Percent of adults who report consuming vegetables less than one time daily,30.0,18 - 24,"(39.766910452000445, -86.14996019399968)"
2013,North Carolina,Percent of adults aged 18 years and older who have obesity,37.0,55 - 64,"(35.466220975, -79.159250463)"
2019,Texas,Percent of adults who engage in no leisure-time physical activity,22.9,35 - 44,"(31.827240407000488, -99.42677020599967)"
2019,Florida,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,26.0,35 - 44,"(28.932040377000476, -81.92896053899966)"
2019,Connecticut,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),57.2,65 or older,"(41.56266102000046, -72.64984095199964)"
2015,New Mexico,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.7,45 - 54,"(34.520880952, -106.240580985)"
2013,Georgia,Percent of adults who engage in no leisure-time physical activity,26.1,35 - 44,"(32.839681093, -83.627580346)"
2011,New Mexico,Percent of adults who engage in no leisure-time physical activity,25.8,55 - 64,"(34.520880952, -106.240580985)"
2019,Arkansas,Percent of adults who report consuming vegetables less than one time daily,20.2,65 or older,"(34.74865012400045, -92.27449074299966)"
2019,North Dakota,Percent of adults aged 18 years and older who have an overweight classification,33.7,18 - 24,"(47.47531977900047, -100.11842104899966)"
2019,South Carolina,Percent of adults aged 18 years and older who have an overweight classification,25.0,18 - 24,"(33.998821303000454, -81.04537120699968)"
2019,Hawaii,Percent of adults aged 18 years and older who have an overweight classification,35.1,35 - 44,"(21.304850435000446, -157.85774940299973)"
2013,Montana,Percent of adults aged 18 years and older who have obesity,27.7,55 - 64,"(47.066528972, -109.424420645)"
2019,North Carolina,Percent of adults who report consuming vegetables less than one time daily,19.8,65 or older,"(35.466220975000454, -79.15925046299964)"
2019,Arizona,Percent of adults who engage in no leisure-time physical activity,28.0,65 or older,"(34.865970280000454, -111.76381127699972)"
2019,North Carolina,Percent of adults who report consuming vegetables less than one time daily,16.8,45 - 54,"(35.466220975000454, -79.15925046299964)"
2019,Minnesota,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,25.7,55 - 64,"(46.35564873600049, -94.79420050299967)"
2011,Michigan,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.5,35 - 44,"(44.661319543001, -84.71439027)"
2019,Iowa,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.3,55 - 64,"(42.46940091300047, -93.81649055599968)"
2019,Michigan,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.0,35 - 44,"(44.6613195430005, -84.71439026999968)"
2014,Pennsylvania,Percent of adults aged 18 years and older who have obesity,33.2,45 - 54,"(40.793730152, -77.860700294)"
2019,Puerto Rico,Percent of adults aged 18 years and older who have obesity,21.2,18 - 24,"(18.220833, -66.590149)"
2019,Ohio,Percent of adults aged 18 years and older who have an overweight classification,37.6,45 - 54,"(40.06021014100048, -82.40426005599966)"
2015,Alaska,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.6,35 - 44,"(64.845079957001, -147.722059036)"
2019,Texas,Percent of adults who report consuming vegetables less than one time daily,20.3,25 - 34,"(31.827240407000488, -99.42677020599967)"
2019,Utah,Percent of adults who engage in no leisure-time physical activity,22.2,55 - 64,"(39.360700171000474, -111.58713063499971)"
2012,Mississippi,Percent of adults aged 18 years and older who have obesity,40.9,35 - 44,"(32.745510099, -89.538030825)"
2019,Ohio,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.3,45 - 54,"(40.06021014100048, -82.40426005599966)"
2019,Georgia,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,38.5,35 - 44,"(32.83968109300048, -83.62758034599966)"
2019,Arkansas,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.4,35 - 44,"(34.74865012400045, -92.27449074299966)"
2019,Wyoming,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,29.8,18 - 24,"(43.23554134300048, -108.10983035299967)"
2019,Maryland,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.6,25 - 34,"(39.29058096400047, -76.60926011099963)"
2014,Indiana,Percent of adults aged 18 years and older who have obesity,19.9,18 - 24,"(39.766910452, -86.149960194)"
2019,District of Columbia,Percent of adults who engage in no leisure-time physical activity,18.4,35 - 44,"(38.89037138500049, -77.03196112699965)"
2019,Minnesota,Percent of adults who report consuming vegetables less than one time daily,17.6,65 or older,"(46.35564873600049, -94.79420050299967)"
2019,Kentucky,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.1,55 - 64,"(37.645970271000465, -84.77497104799966)"
2019,South Carolina,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,48.2,18 - 24,"(33.998821303000454, -81.04537120699968)"
2019,South Carolina,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),26.7,25 - 34,"(33.998821303000454, -81.04537120699968)"
2019,Arizona,Percent of adults aged 18 years and older who have an overweight classification,37.4,35 - 44,"(34.865970280000454, -111.76381127699972)"
2019,Iowa,Percent of adults aged 18 years and older who have an overweight classification,37.2,65 or older,"(42.46940091300047, -93.81649055599968)"
2015,South Carolina,Percent of adults who engage in no leisure-time physical activity,24.8,35 - 44,"(33.998821303, -81.045371207)"
2013,Ohio,Percent of adults aged 18 years and older who have obesity,35.0,45 - 54,"(40.060210141, -82.404260056)"
2019,Guam,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.2,45 - 54,"(13.444304, 144.793731)"
2019,Delaware,Percent of adults who report consuming vegetables less than one time daily,18.8,45 - 54,"(39.008830667000495, -75.57774116799965)"
2015,Wyoming,Percent of adults aged 18 years and older who have obesity,20.4,18 - 24,"(43.235541343, -108.109830353)"
2011,Idaho,Percent of adults aged 18 years and older who have obesity,32.0,45 - 54,"(43.682630005, -114.363730042)"
2019,South Carolina,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),44.5,25 - 34,"(33.998821303000454, -81.04537120699968)"
2019,Oklahoma,Percent of adults who engage in no leisure-time physical activity,38.1,45 - 54,"(35.47203135600046, -97.52107021399968)"
2012,Connecticut,Percent of adults who engage in no leisure-time physical activity,19.7,25 - 34,"(41.56266102, -72.649840952)"
2011,South Dakota,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),47.0,65 or older,"(44.353130053, -100.373530637)"
2013,South Dakota,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,28.7,18 - 24,"(44.353130053, -100.373530637)"
2013,Hawaii,Percent of adults aged 18 years and older who have obesity,16.1,65 or older,"(21.304850435, -157.857749403)"
2019,Wisconsin,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.8,45 - 54,"(44.39319117400049, -89.81637074199966)"
2019,Georgia,Percent of adults who engage in no leisure-time physical activity,32.9,55 - 64,"(32.83968109300048, -83.62758034599966)"
2019,Ohio,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,39.5,25 - 34,"(40.06021014100048, -82.40426005599966)"
2019,Delaware,Percent of adults who engage in no leisure-time physical activity,26.4,55 - 64,"(39.008830667000495, -75.57774116799965)"
2019,Michigan,Percent of adults who engage in no leisure-time physical activity,20.8,25 - 34,"(44.6613195430005, -84.71439026999968)"
2019,New Hampshire,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,37.6,55 - 64,"(43.65595011300047, -71.50036091999965)"
2019,Guam,Percent of adults who engage in no leisure-time physical activity,22.7,45 - 54,"(13.444304, 144.793731)"
2019,Wisconsin,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,36.0,55 - 64,"(44.39319117400049, -89.81637074199966)"
2019,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.7,35 - 44,"(37.54268067400045, -78.45789046299967)"
2019,California,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),54.6,45 - 54,"(37.63864012300047, -120.99999953799971)"
2019,Missouri,Percent of adults who engage in no leisure-time physical activity,34.1,55 - 64,"(38.635790776000476, -92.56630005299968)"
2019,New York,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.9,18 - 24,"(42.82700103200045, -75.54397042699964)"
2019,Nevada,Percent of adults aged 18 years and older who have an overweight classification,36.7,35 - 44,"(39.493240390000494, -117.07184056399967)"
2019,Vermont,Percent of adults aged 18 years and older who have obesity,15.0,18 - 24,"(43.62538123900049, -72.51764079099962)"
2011,Kentucky,Percent of adults who engage in no leisure-time physical activity,32.6,45 - 54,"(37.645970271, -84.774971048)"
2013,New Jersey,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,16.0,65 or older,"(40.130570048, -74.273691288)"
2011,New Hampshire,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,24.4,65 or older,"(43.655950113, -71.50036092)"
2013,Oregon,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),52.0,65 or older,"(44.567449424, -120.155031326)"
2019,Guam,Percent of adults aged 18 years and older who have obesity,39.3,35 - 44,"(13.444304, 144.793731)"
2019,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,36.0,25 - 34,"(41.56266102000046, -72.64984095199964)"
2019,Indiana,Percent of adults aged 18 years and older who have an overweight classification,26.9,18 - 24,"(39.766910452000445, -86.14996019399968)"
2013,Iowa,Percent of adults aged 18 years and older who have an overweight classification,36.8,35 - 44,"(42.469400913, -93.816490556)"
2011,Tennessee,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),35.4,65 or older,"(35.68094058, -85.774490914)"
2014,Michigan,Percent of adults who engage in no leisure-time physical activity,23.6,35 - 44,"(44.661319543001, -84.71439027)"
2019,Arkansas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),47.8,25 - 34,"(34.74865012400045, -92.27449074299966)"
2019,California,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),24.4,25 - 34,"(37.63864012300047, -120.99999953799971)"
2015,Maine,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),55.8,65 or older,"(45.254228894001, -68.985031336)"
2019,Georgia,Percent of adults who report consuming vegetables less than one time daily,19.4,35 - 44,"(32.83968109300048, -83.62758034599966)"
2019,Washington,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,26.1,35 - 44,"(47.52227862900048, -120.47001078999972)"
2019,Oklahoma,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),19.3,45 - 54,"(35.47203135600046, -97.52107021399968)"
2011,Kentucky,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,17.7,65 or older,"(37.645970271, -84.774971048)"
2015,Minnesota,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30.1,25 - 34,"(46.355648736, -94.794200503)"
2019,Florida,Percent of adults who report consuming vegetables less than one time daily,21.9,35 - 44,"(28.932040377000476, -81.92896053899966)"
2019,Maryland,Percent of adults aged 18 years and older who have an overweight classification,23.9,18 - 24,"(39.29058096400047, -76.60926011099963)"
2019,South Carolina,Percent of adults aged 18 years and older who have obesity,35.5,25 - 34,"(33.998821303000454, -81.04537120699968)"
2015,Montana,Percent of adults aged 18 years and older who have an overweight classification,38.3,55 - 64,"(47.066528972, -109.424420645)"
2019,South Dakota,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.3,25 - 34,"(44.353130053000484, -100.3735306369997)"
2019,Connecticut,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,32.3,35 - 44,"(41.56266102000046, -72.64984095199964)"
2019,South Dakota,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.5,65 or older,"(44.353130053000484, -100.3735306369997)"
2015,Idaho,Percent of adults who engage in no leisure-time physical activity,23.1,45 - 54,"(43.682630005, -114.363730042)"
2019,Maine,Percent of adults aged 18 years and older who have obesity,40.3,45 - 54,"(45.254228894000505, -68.98503133599962)"
2013,Ohio,Percent of adults aged 18 years and older who have an overweight classification,33.6,45 - 54,"(40.060210141, -82.404260056)"
2019,Nebraska,Percent of adults who engage in no leisure-time physical activity,27.2,35 - 44,"(41.6410409880005, -99.36572062299967)"
2011,Mississippi,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.7,18 - 24,"(32.745510099, -89.538030825)"
2019,Maine,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.4,45 - 54,"(45.254228894000505, -68.98503133599962)"
2011,South Dakota,Percent of adults aged 18 years and older who have obesity,34.9,55 - 64,"(44.353130053, -100.373530637)"
2019,Washington,Percent of adults aged 18 years and older who have obesity,33.1,55 - 64,"(47.52227862900048, -120.47001078999972)"
2019,Idaho,Percent of adults who report consuming vegetables less than one time daily,21.2,18 - 24,"(43.682630005000476, -114.3637300419997)"
2019,California,Percent of adults who report consuming vegetables less than one time daily,19.9,65 or older,"(37.63864012300047, -120.99999953799971)"
2019,Tennessee,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.8,55 - 64,"(35.68094058000048, -85.77449091399967)"
2012,Virginia,Percent of adults who engage in no leisure-time physical activity,18.7,35 - 44,"(37.542680674, -78.457890463)"
2019,Indiana,Percent of adults who engage in no leisure-time physical activity,29.7,45 - 54,"(39.766910452000445, -86.14996019399968)"
2019,California,Percent of adults aged 18 years and older who have obesity,23.3,65 or older,"(37.63864012300047, -120.99999953799971)"
2011,New York,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.9,45 - 54,"(42.827001032, -75.543970427)"
2019,Alabama,Percent of adults aged 18 years and older who have an overweight classification,24.8,18 - 24,"(32.84057112200048, -86.63186076199969)"
2019,District of Columbia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),44.1,65 or older,"(38.89037138500049, -77.03196112699965)"
2019,Wisconsin,Percent of adults aged 18 years and older who have obesity,38.7,35 - 44,"(44.39319117400049, -89.81637074199966)"
2019,Tennessee,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),50.4,25 - 34,"(35.68094058000048, -85.77449091399967)"
2019,New Hampshire,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,28.7,18 - 24,"(43.65595011300047, -71.50036091999965)"
2012,Alaska,Percent of adults aged 18 years and older who have obesity,20.1,25 - 34,"(64.845079957001, -147.722059036)"
2013,Colorado,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,24.9,45 - 54,"(38.843840757, -106.133610921)"
2019,Florida,Percent of adults aged 18 years and older who have obesity,26.8,35 - 44,"(28.932040377000476, -81.92896053899966)"
2015,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,24.8,25 - 34,"(43.625381239, -72.517640791)"
2015,Delaware,Percent of adults who engage in no leisure-time physical activity,34.2,55 - 64,"(39.008830667, -75.577741168)"
2014,Kentucky,Percent of adults aged 18 years and older who have obesity,37.1,45 - 54,"(37.645970271, -84.774971048)"
2019,Georgia,Percent of adults aged 18 years and older who have obesity,40.1,35 - 44,"(32.83968109300048, -83.62758034599966)"
2019,California,Percent of adults who engage in no leisure-time physical activity,22.1,35 - 44,"(37.63864012300047, -120.99999953799971)"
2019,Rhode Island,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),39.8,65 or older,"(41.70828019300046, -71.52247031399963)"
2015,Utah,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,25.1,35 - 44,"(39.360700171, -111.587130635)"
2019,Kansas,Percent of adults aged 18 years and older who have an overweight classification,37.9,65 or older,"(38.34774030000045, -98.20078122699965)"
2019,Louisiana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),47.7,65 or older,"(31.31266064400046, -92.44568007099969)"
2019,Minnesota,Percent of adults aged 18 years and older who have obesity,26.8,25 - 34,"(46.35564873600049, -94.79420050299967)"
2011,New York,Percent of adults aged 18 years and older who have an overweight classification,38.9,45 - 54,"(42.827001032, -75.543970427)"
2019,Iowa,Percent of adults aged 18 years and older who have an overweight classification,35.1,45 - 54,"(42.46940091300047, -93.81649055599968)"
2019,Arkansas,Percent of adults aged 18 years and older who have obesity,36.3,25 - 34,"(34.74865012400045, -92.27449074299966)"
2019,Wyoming,Percent of adults aged 18 years and older who have an overweight classification,38.4,35 - 44,"(43.23554134300048, -108.10983035299967)"
2011,Alaska,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),35.7,25 - 34,"(64.845079957001, -147.722059036)"
2015,Michigan,Percent of adults aged 18 years and older who have obesity,35.7,45 - 54,"(44.661319543001, -84.71439027)"
2011,Alabama,Percent of adults aged 18 years and older who have an overweight classification,39.0,65 or older,"(32.840571122, -86.631860762)"
